URL;URL_LENGTH;NUMBER_SPECIAL_CHARACTERS;CHARSET;SERVER;CONTENT_LENGTH;WHOIS_COUNTRY;WHOIS_STATEPRO;WHOIS_REGDATE;WHOIS_UPDATED_DATE;TCP_CONVERSATION_EXCHANGE;DIST_REMOTE_TCP_PORT;REMOTE_IPS;APP_BYTES;SOURCE_APP_PACKETS;REMOTE_APP_PACKETS;SOURCE_APP_BYTES;REMOTE_APP_BYTES;APP_PACKETS;DNS_QUERY_TIMES;Type
B0_545;69;11;utf-8;nginx;NA;US;Illinois;19/04/2006 0:00;29/07/2013 0:00;19;0;4;1878;25;23;18769;2358;25;6;0
B0_58;69;11;utf-8;Apache;NA;None;None;1/06/2006 0:00;6/03/2017 0:00;23;15;10;2708;27;30;6195;3036;27;4;0
B0_745;69;14;UTF-8;Jetty(9.0.z-SNAPSHOT);NA;US;NY;12/03/1999 0:00;16/11/2016 0:00;31;2;8;2131;35;33;30035;2437;35;4;0
B0_955;69;14;UTF-8;GSE;33493;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
M1_1;70;12;UTF-8;Apache;NA;None;None;0;None;15;0;3;1150;17;17;15499;1304;17;2;1
B0_1016;70;15;utf-8;Apache;61974;US;MO;20/05/1996 0:00;24/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1045;70;13;ISO-8859-1;Microsoft-IIS/8.5;65423;CA;ON;10/03/1998 0:00;24/02/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1057;70;15;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;None;None;0;0;0;0;0;0;0;0;0;0;0
B0_1155;70;14;iso-8859-1;Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4;518;AU;Queensland;23/01/2004 0:00;8/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1169;70;13;UTF-8;cloudflare-nginx;NA;US;California;3/03/1999 0:00;14/04/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1246;70;14;ISO-8859-1;Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3;8742;US;IL;12/12/1990 0:00;8/06/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_130;70;12;ISO-8859-1;Apache/2.2.24 (Unix) DAV/2 PHP/5.3.26 mod_ssl/2.2.24 OpenSSL/0.9.8y;NA;None;None;3/06/1998 0:00;2/06/2016 0:00;9;0;4;916;13;15;2074;1216;13;4;0
B0_1407;70;12;UTF-8;mw2178.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;0;0;0;0;0;0
B0_151;70;15;UTF-8;294;11397;None;None;11/01/2005 0:00;23/01/2014 0:00;44;34;6;6221;54;45;36834;6963;54;10;0
B0_2028;70;15;UTF-8;nginx;NA;US;CA;3/03/2000 0:00;12/01/2017 0:00;6;4;4;552;6;9;562;552;6;0;0
B0_2161;70;13;ISO-8859-1;Microsoft-IIS/6.0;118672;CA;Quebec;2/06/2004 0:00;21/03/2015 0:00;10;6;7;792;10;10;636;792;10;0;0
B0_2169;70;13;ISO-8859-1;Apache;8187;CH;Zug;21/11/1997 0:00;19/10/2016 0:00;5;5;3;498;5;8;504;498;5;0;0
B0_2283;70;13;UTF-8;nginx;NA;PA;PANAMA;11/11/2007 0:00;18/12/2015 0:00;16;13;2;1688;16;12;742;1688;16;0;0
B0_2308;70;10;ISO-8859-1;Microsoft-IIS/7.5;356;US;New York;11/06/2002 0:00;5/06/2014 0:00;49;7;3;3802;49;50;57628;3802;49;0;0
B0_260;70;13;ISO-8859-1;Apache;NA;None;None;None;None;33;11;8;3523;39;33;30933;4041;39;6;0
B0_264;70;13;us-ascii;Microsoft-HTTPAPI/2.0;324;US;VT;15/11/1995 0:00;15/09/2015 0:00;8;0;3;1100;12;12;1570;1380;12;4;0
B0_367;70;12;utf-8;Microsoft-IIS/7.5;41417;US;MO;None;None;7;4;3;752;9;12;892;922;9;2;0
B0_654;70;14;utf-8;Microsoft-IIS/7.5;13481;US;VA;15/12/1994 0:00;10/12/2016 0:00;48;11;11;3684;54;53;47558;4164;54;6;0
B0_681;70;12;ISO-8859-1;nginx/1.2.1;NA;US;NV;23/07/1999 0:00;4/03/2017 0:00;19;12;7;2506;23;27;7448;2810;23;4;0
B0_893;70;14;UTF-8;nginx;23103;US;California;17/08/1995 0:00;16/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_899;70;13;ISO-8859-1;Microsoft-IIS/7.5;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_941;70;13;UTF-8;nginx;NA;US;CA;7/09/1995 0:00;4/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1067;71;6;us-ascii;Microsoft-HTTPAPI/2.0;324;US;Oregon;29/01/2003 23:45;7/08/2013 22:19;0;0;0;0;0;0;0;0;0;0;0
B0_1173;71;16;ISO-8859-1;cloudflare-nginx;NA;US;Washington;3/08/1999 0:00;14/12/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1345;71;14;UTF-8;GSE;8992;CA;ON;27/01/2010 0:00;7/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1371;71;13;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_168;71;13;UTF-8;GSE;11988;US;CA;31/07/2000 0:00;29/06/2016 0:00;73;3;5;7802;79;82;105565;8302;79;6;0
B0_175;71;12;ISO-8859-1;None;34;CA;ON;28/12/1998 0:00;17/12/2016 0:00;49;0;7;3878;53;51;55460;4174;53;4;0
B0_207;71;12;UTF-8;Apache;13522;US;CA;18/01/1996 5:00;20/01/2017 1:26;30;20;10;3317;36;35;8700;3747;36;6;0
B0_66;71;11;utf-8;nginx/1.7.4;NA;PA;PANAMA;28/11/1999 0:00;4/04/2017 0:00;28;4;5;2794;32;32;30923;3110;32;4;0
B0_669;71;12;utf-8;DMS/1.0.42;318;FR;None;15/03/2005 0:00;28/06/2016 0:00;25;3;5;3428;29;23;28007;3736;29;4;0
B0_678;71;14;utf-8;nginx;337;None;None;None;None;35;14;7;4515;43;28;12970;5105;43;8;0
B0_692;71;11;utf-8;ATS;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;26;21;4;4488;35;35;14140;5084;35;8;0
B0_707;71;14;UTF-8;Server;NA;None;None;b;23/10/2013 0:00;19;14;4;2877;25;23;6649;3317;25;6;0
B0_72;71;12;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;65;48;7;6391;71;77;83389;6819;71;6;0
B0_728;71;11;UTF-8;Apache-Coyote/1.1;13596;IN;TN;None;None;7;2;4;1131;12;11;1747;1473;12;4;0
B0_828;71;11;us-ascii;Microsoft-IIS/7.5;324;us;CA;17/11/2006 0:00;31/03/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_875;71;15;us-ascii;Microsoft-HTTPAPI/2.0;324;TR;None;21/05/2006 0:00;17/05/2013 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1145;72;14;us-ascii;cloudflare-nginx;324;CA;ON;24/11/2001 0:00;8/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1164;72;14;utf-8;nginx;31624;[u'GB', u'UK'];UK;2002-03-20T23:59:59.0Z;2017-03-07T22:02:38.0Z;0;0;0;0;0;0;0;0;0;0;0
B0_1172;72;16;utf-8;Apache/2.2.22 (Debian) mod_python/3.3.1 Python/2.7.3 mod_ssl/2.2.22 OpenSSL/1.0.1t;NA;US;NY;23/03/1995 0:00;3/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1275;72;12;UTF-8;None;NA;KR;None;6/09/1997 0:00;11/01/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1282;72;12;us-ascii;Microsoft-HTTPAPI/2.0;1853;US;NY;31/10/1997 0:00;30/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1313;72;12;ISO-8859-1;Apache;NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_141;72;15;UTF-8;Apache/2.4.16 (Ubuntu);NA;US;CA;22/09/2002 0:00;22/09/2016 0:00;47;13;6;6078;53;52;40968;6520;53;6;0
B0_2040;72;13;UTF-8;Apache/2.2.27 (CentOS);NA;None;None;None;None;14;14;7;972;14;16;1144;972;14;0;0
B0_2084;72;14;utf-8;Microsoft-IIS/7.5;14092;US;VA;15/12/1994 0:00;10/12/2016 0:00;12;5;4;960;12;8;498;960;12;0;0
B0_24;72;12;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;27;21;8;3862;33;33;11108;4290;33;6;0
B0_244;72;9;ISO-8859-1;Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26;2819;BE;ANTWERP;13/10/2000 0:00;1/11/2012 0:00;39;2;13;3042;45;26;5914;3520;45;6;0
B0_335;72;15;ISO-8859-1;None;33528;None;None;None;None;18;4;4;2083;22;28;17862;2371;22;4;0
B0_343;72;12;iso-8859-1;Apache;363;Cyprus;None;4/07/2007 0:00;22/02/2017 0:00;28;2;5;2490;32;29;18969;2802;32;4;0
B0_489;72;13;utf-8;Apache;1832;None;None;1/05/2009 0:00;2/05/2016 0:00;9;0;3;1165;15;16;1673;1673;15;6;0
B0_623;72;12;us-ascii;www.lexisnexis.com  9999;324;CH;CH;8/04/2009 0:00;12/02/2016 0:00;80;0;2;6525;84;102;126205;6843;84;4;0
B0_852;72;14;UTF-8;nginx;NA;PA;PANAMA;11/11/2007 0:00;18/12/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_888;72;11;iso-8859-1;Apache-Coyote/1.1;NA;US;Tennessee;10/05/2007 19:20;18/04/2017 17:38;0;0;0;0;0;0;0;0;0;0;0
B0_930;72;11;ISO-8859-1;nginx;1145;US;NJ;8/04/1998 0:00;25/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1001;73;14;UTF-8;cloudflare-nginx;NA;US;LA;20/10/2003 0:00;15/01/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1074;73;17;ISO-8859-1;Apache/2.4.7 (Ubuntu);13240;US;PA;5/08/2008 0:00;6/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1082;73;13;iso-8859-1;Apache/2.2.15 (CentOS);NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1184;73;14;utf-8;None;32103;US;NY;29/03/2008 0:00;10/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1229;73;15;iso-8859-1;nginx;484;US;Arizona;15/12/2007 0:00;3/04/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1240;73;13;iso-8859-1;Apache/2.2.15 (CentOS);NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_132;73;13;iso-8859-1;Apache/2.2.15 (CentOS);NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;27;12;5;3149;33;34;37964;3647;33;6;0
B0_1334;73;15;iso-8859-1;Apache/2.0.52 (Red Hat);330;US;CA;3/09/1996 4:00;30/09/2009 2:59;0;0;0;0;0;0;0;0;0;0;0
B0_213;73;15;utf-8;Apache;44491;CA;ON;9/12/2003 0:00;22/10/2016 0:00;208;0;1;14530;210;278;466055;14688;210;2;0
B0_2235;73;11;UTF-8;Apache/2.4.18 (Ubuntu);12487;US;Illinois;2/08/2000 0:00;26/04/2017 0:00;22;11;12;1524;22;19;1268;1524;22;0;0
B0_2248;73;11;UTF-8;GSE;3674;US;CA;31/07/2000 0:00;29/06/2016 0:00;3;3;1;366;3;5;306;366;3;0;0
B0_2321;73;17;UTF-8;cloudflare-nginx;NA;JP;TOKYO-TO;5/11/2007 15:14;12/03/2017 9:17;11;6;8;810;11;14;913;810;11;0;0
B0_279;73;15;ISO-8859-1;squid/3.3.8;3591;US;CA;2/06/1994 0:00;6/01/2017 0:00;23;4;3;2425;29;36;33598;2881;29;6;0
B0_36;73;12;UTF-8;Apache-Coyote/1.1;17908;None;None;9/01/2007 0:00;30/04/2013 0:00;17;12;3;2396;23;25;26621;2856;23;6;0
B0_559;73;13;ISO-8859-1;nginx/0.8.38;18901;US;MA;29/03/2000 0:00;25/12/2016 0:00;51;6;5;3932;55;48;87340;4252;55;4;0
B0_699;73;12;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;49;43;4;5365;55;60;78671;5793;55;6;0
B0_804;73;17;UTF-8;mw2242.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;0;0;0;0;0;0
M0_167;74;11;ISO-8859-1;cloudflare-nginx;NA;ru;Krasnoyarsk;22/08/2010 0:00;28/04/2017 0:00;11;0;3;1260;19;17;2399;1850;19;8;1
B0_1162;74;12;us-ascii;Microsoft-IIS/7.5;324;US;Pennsylvania;20/03/2005 0:00;22/02/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_147;74;15;UTF-8;Apache-Coyote/1.1;46884;None;None;16/09/2004 0:00;28/03/2016 0:00;8;0;1;432;8;2;124;432;8;0;0
B0_2208;74;13;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;3;3;1;366;3;5;306;366;3;0;0
B0_2251;74;12;us-ascii;Microsoft-HTTPAPI/2.0;324;CA;Saskatchewan;3/07/2000 0:00;23/06/2016 0:00;5;4;2;486;5;6;480;486;5;0;0
B0_352;74;16;UTF-8;nginx;NA;US;NJ;3/10/1997 0:00;3/08/2014 0:00;8;1;3;1088;14;13;2036;1524;14;6;0
B0_454;74;13;utf-8;None;NA;US;TX;31/01/1996 0:00;16/08/2016 0:00;21;1;5;2873;25;23;9017;3177;25;4;0
M0_62;75;13;UTF-8;Apache;193;US;PA;20/08/2014 0:00;20/10/2016 0:00;8;0;6;801;10;9;677;951;10;2;1
B0_1360;75;15;UTF-8;GSE;8417;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_196;75;16;ISO-8859-1;None;NA;US;NJ;23/10/1994 0:00;1/11/2016 0:00;33;3;8;3647;41;39;32399;4247;41;8;0
B0_2238;75;14;UTF-8;mw2238.codfw.wmnet;4721;US;CA;13/01/2001 0:12;12/12/2015 10:16;4;3;2;432;4;6;372;432;4;0;0
B0_248;75;13;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;8/09/2004 0:00;28/02/2017 0:00;23;14;7;2472;27;19;6776;2796;27;4;0
B0_404;75;14;utf-8;GSE;NA;US;CA;15/09/1997 0:00;20/07/2011 0:00;39;18;14;4631;49;42;12921;5353;49;10;0
B0_868;75;12;UTF-8;Pizza/pepperoni;NA;US;WA;16/11/1994 0:00;28/10/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_987;75;15;ISO-8859-1;cloudflare-nginx;NA;US;FL;16/05/2000 0:00;17/03/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_2157;76;13;ISO-8859-1;Microsoft-IIS/6.0;92183;CA;Quebec;2/06/2004 0:00;21/03/2015 0:00;10;4;5;780;10;7;442;780;10;0;0
B0_534;76;15;ISO-8859-1;None;12368;US;CA;9/01/1998 0:00;4/01/2017 0:00;47;0;5;4544;55;57;53238;5134;55;8;0
B0_80;76;12;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;2/10/2007 0:00;20/07/2014 0:00;26;19;4;3635;32;30;23404;4125;32;6;0
B0_81;76;13;us-ascii;Microsoft-IIS/7.5;324;None;None;14/12/2004 0:00;None;18;5;6;2032;24;19;2033;2464;24;6;0
B0_842;76;12;UTF-8;Apache;9672;US;Alabama;3/10/1997 0:00;31/12/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_912;76;14;UTF-8;XXXXXXXXXXXXXXXXXXXXXX;17721;None;None;2/10/2000 0:00;3/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_2013;77;15;us-ascii;Microsoft-HTTPAPI/2.0;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;5;5;3;498;5;8;508;498;5;0;0
B0_2174;77;13;ISO-8859-1;Apache;NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;17;7;9;1206;17;15;991;1206;17;0;0
B0_2272;77;14;us-ascii;Microsoft-HTTPAPI/2.0;324;US;CO;16/06/2014 0:00;31/07/2016 0:00;6;3;4;564;6;7;442;564;6;0;0
B0_431;77;14;ISO-8859-1;Sucuri/Cloudproxy;NA;None;None;7/02/2006 0:00;8/02/2017 0:00;32;7;9;2445;34;36;41408;2601;34;2;0
B0_432;77;14;UTF-8;GSE;22409;US;CA;31/07/2000 0:00;29/06/2016 0:00;27;0;4;2403;31;30;27476;2741;31;4;0
B0_735;77;13;utf-8;nginx/1.8.0;63049;US;va;29/04/1994 0:00;30/08/2013 0:00;33;1;5;3244;43;40;24630;4114;43;10;0
B0_751;77;14;utf-8;ATS;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;25;20;3;3591;31;31;13757;4041;31;6;0
B0_1203;78;10;utf-8;Apache;23146;US;NY;18/01/1994 0:00;21/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_134;78;16;UTF-8;cloudflare-nginx;NA;US;LA;20/10/2003 0:00;15/01/2015 0:00;11;1;3;1335;17;17;2109;1835;17;6;0
B0_1393;78;17;UTF-8;mw2165.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;0;0;0;0;0;0;0;0;0;0;0
B0_2021;78;11;UTF-8;cloudflare-nginx;NA;US;WA;7/12/2006 0:00;2/03/2017 0:00;17;9;9;1594;17;18;1152;1594;17;0;0
B0_212;78;15;iso-8859-1;Apache;13;JP;Tottori;14/04/2017 0:00;18/04/2017 0:00;8;0;3;528;8;2;124;528;8;0;0
B0_2146;78;16;UTF-8;GSE;9313;US;CA;31/07/2000 0:00;29/06/2016 0:00;13;6;9;1026;13;14;904;1026;13;0;0
B0_2203;78;13;UTF-8;None;28508;US;NY;10/08/1995 0:00;5/08/2016 0:00;8;6;6;696;8;9;574;696;8;0;0
B0_2211;78;15;ISO-8859-1;Varnish;9;US;DC;18/10/2005 0:00;14/10/2016 0:00;8;6;6;672;8;9;562;672;8;0;0
B0_278;78;13;UTF-8;mw2224.codfw.wmnet;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;39;35;2;5949;47;47;32891;6557;47;8;0
B0_433;78;10;utf-8;Apache;23144;US;NY;18/01/1994 0:00;21/10/2016 0:00;36;3;10;2981;42;41;31493;3449;42;6;0
B0_680;78;12;UTF-8;Pizza/pepperoni;13707;US;WA;16/11/1994 0:00;28/10/2015 0:00;19;6;4;2781;24;24;18410;3085;24;4;0
B0_748;78;13;ISO-8859-1;Microsoft-IIS/7.5;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;62;0;3;4725;66;65;97272;5023;66;4;0
B0_784;78;12;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_964;78;17;iso-8859-1;Apache;NA;US;UT;16/05/1995 0:00;21/10/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_99;78;16;ISO-8859-1;MI;2743;US;CA;24/02/1996 0:00;18/01/2017 0:00;23;5;11;2106;27;31;6415;2410;27;4;0
B0_1072;79;13;ISO-8859-1;Microsoft-IIS/8.5;1245;US;Arkansas;23/06/1999 0:00;12/06/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1121;79;14;ISO-8859-1;None;6748;CA;QC;24/10/1996 0:00;24/08/2015 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1193;79;14;utf-8;cloudflare-nginx;NA;US;PA;3/05/2006 0:00;8/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1223;79;9;UTF-8;None;53420;US;NJ;26/05/1994 0:00;21/05/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1355;79;15;UTF-8;Apache-Coyote/1.1;46887;US;Washington;16/09/2004 0:00;28/03/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_2164;79;15;UTF-8;Apache;NA;US;Arizona;17/08/2010 0:00;17/08/2016 0:00;6;3;4;564;6;8;504;564;6;0;0
B0_269;79;16;ISO-8859-1;Roxen/5.4.98-r2;11593;US;IL;2/03/2000 0:00;3/03/2017 0:00;13;1;3;1763;19;19;2308;2233;19;6;0
B0_456;79;15;UTF-8;Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4;NA;None;None;26/01/2002 0:00;12/01/2017 0:00;15;0;4;1301;17;7;552;1455;17;2;0
B0_1086;80;16;UTF-8;None;7240;US;California;4/02/1996 0:00;10/08/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_1094;80;12;UTF-8;Apache;471;US;CA;23/07/2004 0:00;4/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_129;80;12;UTF-8;GSE;38149;US;CA;31/07/2000 0:00;29/06/2016 0:00;41;0;5;3333;45;43;42229;3715;45;4;0
B0_1389;80;15;UTF-8;None;NA;US;CA;9/01/1998 0:00;4/01/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_142;80;13;utf-8;cloudflare-nginx;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;50;43;12;7282;60;57;24220;8042;60;10;0
B0_2077;80;17;ISO-8859-1;nginx/1.2.1;8619;BY;--;17/05/2004 0:00;2/03/2017 0:00;22;18;3;3156;22;15;4966;3156;22;0;0
B0_2145;80;14;us-ascii;Microsoft-HTTPAPI/2.0;324;None;None;5/06/2003 0:00;26/11/2014 0:00;5;4;2;498;5;7;438;498;5;0;0
B0_463;80;13;ISO-8859-1;nginx/1.1.19;NA;None;None;19/11/1998 0:00;29/09/2016 0:00;16;1;4;1739;20;20;12620;2059;20;4;0
B0_756;80;11;us-ascii;Microsoft-HTTPAPI/2.0;324;US;CA;8/09/2003 0:00;3/03/2017 0:00;33;10;8;3764;41;23;7356;4412;41;8;0
B0_810;80;16;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_849;80;13;UTF-8;GSE;11326;US;CA;31/07/2000 0:00;29/06/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_878;80;12;iso-8859-1;Apache;236;US;AZ;10/03/1998 0:00;5/03/2017 0:00;0;0;0;0;0;0;0;0;0;0;0
M4_70;81;17;utf-8;Microsoft-IIS/6.0;NA;US;California;18/06/2003 0:00;14/06/2016 0:00;0;0;0;0;0;2;124;0;0;0;1
M4_71;81;17;utf-8;Microsoft-IIS/6.0;NA;US;California;18/06/2003 0:00;14/06/2016 0:00;0;0;0;0;0;2;124;0;0;0;1
B0_101;81;14;UTF-8;GSE;10527;US;CA;31/07/2000 0:00;29/06/2016 0:00;75;8;16;7388;79;76;65108;7734;79;4;0
B0_118;81;18;iso-8859-1;Apache/2.2.15 (CentOS);213;US;OK;7/07/1999 0:00;24/05/2016 0:00;11;6;1;2088;15;15;7459;2388;15;4;0
B0_2311;81;16;us-ascii;Microsoft-HTTPAPI/2.0;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;2;2;1;276;2;3;184;276;2;0;0
B0_469;81;15;UTF-8;Apache;NA;None;None;None;None;53;13;11;6257;61;64;30118;6891;61;8;0
B0_519;81;13;us-ascii;Microsoft-HTTPAPI/2.0;324;US;NY;25/02/2005 0:00;27/12/2015 0:00;16;1;2;2074;22;27;10646;2540;22;6;0
B0_649;81;11;UTF-8;cloudflare-nginx;NA;US;WA;7/04/2011 0:00;11/03/2017 0:00;23;2;6;2362;31;23;5472;3008;31;8;0
B0_712;81;16;UTF-8;cloudflare-nginx;NA;US;FL;12/02/1999 0:00;14/12/2016 0:00;15;0;3;1894;19;20;7062;2198;19;4;0
B0_720;81;15;ISO-8859-1;Apache;NA;US;Illinois;22/08/2003 0:00;26/12/2012 0:00;17;0;3;2281;21;22;29619;2581;21;4;0
B0_83;81;12;ISO-8859-1;Apache;4897;US;Florida;20/08/2000 0:00;25/02/2017 0:00;47;3;8;3718;51;47;44519;4064;51;4;0
M4_69;82;17;utf-8;Microsoft-IIS/6.0;NA;US;California;18/06/2003 0:00;14/06/2016 0:00;0;0;0;0;0;2;124;0;0;0;1
M4_72;82;17;utf-8;Microsoft-IIS/6.0;NA;US;California;18/06/2003 0:00;14/06/2016 0:00;0;0;0;0;0;3;186;0;0;0;1
M4_73;82;17;utf-8;Microsoft-IIS/6.0;NA;US;California;18/06/2003 0:00;14/06/2016 0:00;0;0;0;0;0;2;124;0;0;0;1
M4_74;82;17;utf-8;Microsoft-IIS/6.0;NA;US;California;18/06/2003 0:00;14/06/2016 0:00;0;0;0;0;0;2;124;0;0;0;1
B0_2051;82;13;ISO-8859-1;nginx/1.10.1;8521;PA;PANAMA;3/03/2004 0:00;31/03/2017 0:00;8;3;6;696;8;9;574;696;8;0;0
B0_2060;82;17;us-ascii;Microsoft-HTTPAPI/2.0;324;US;WA;10/11/1994 0:00;8/10/2014 0:00;5;4;2;498;5;6;376;498;5;0;0
B0_2267;82;14;UTF-8;None;NA;None;None;18/10/2000 0:00;29/01/2017 0:00;5;3;2;498;5;7;438;498;5;0;0
B0_228;82;17;ISO-8859-1;Apache/2.4.7 (Ubuntu);9101;None;None;11/10/2005 0:00;10/12/2016 0:00;20;6;5;2638;28;25;6137;3208;28;8;0
B0_284;82;17;UTF-8;cloudflare-nginx;NA;US;FL;9/07/1995 0:00;25/05/2016 0:00;3;0;1;488;5;6;482;632;5;2;0
B0_382;82;13;us-ascii;Microsoft-HTTPAPI/2.0;324;US;Florida;2/10/2007 0:00;20/07/2014 0:00;31;26;6;3286;37;45;28351;3776;37;6;0
B0_77;82;18;UTF-8;GSE;53520;US;CA;31/07/2000 0:00;29/06/2016 0:00;45;2;5;3565;49;49;58127;3903;49;4;0
B0_808;82;12;ISO-8859-1;Apache;NA;US;Florida;22/09/2000 0:00;2/09/2016 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_97;82;14;UTF-8;cloudflare-nginx;NA;None;None;17/04/1996 0:00;18/04/2017 0:00;14;9;2;2200;20;18;6009;2682;20;6;0
M4_64;83;17;utf-8;Microsoft-IIS/6.0;NA;US;California;18/06/2003 0:00;14/06/2016 0:00;1;1;1;90;1;5;416;90;1;0;1
B0_1035;83;17;UTF-8;Server;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;0;0;0;0;0;0;0;0;0;0;0
B0_202;83;11;UTF-8;Apache;NA;JP;Fukuoka;15/09/2013 0:00;4/08/2016 0:00;11;4;4;1278;17;16;1874;1750;17;6;0
B0_2096;83;16;UTF-8;nginx/1.9.13;NA;US;WA;25/11/1995 0:00;9/10/2015 0:00;7;3;3;630;7;5;310;630;7;0;0
B0_210;83;21;UTF-8;nginx/1.6.2;2034;US;CO;2/04/2009 0:00;21/03/2017 0:00;22;8;7;1628;26;25;14894;1944;26;4;0
B0_232;83;14;utf-8;cloudflare-nginx;NA;None;None;14/10/1999 0:00;20/11/2013 0:00;24;10;4;3705;32;32;11756;4319;32;8;0
B0_423;83;15;UTF-8;GSE;34930;US;CA;31/07/2000 0:00;29/06/2016 0:00;29;0;3;2523;33;34;44807;2881;33;4;0
